structure,pdb,fv,success,reason_for_failure,location_of_failure
7na9_D0,7na9,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7akd_H0-L0,7akd,H0-L0,True,,
7akd_D0-E0,7akd,D0-E0,True,,
1r3i_H0-L0,1r3i,H0-L0,True,,
7nab_H0-L0,7nab,H0-L0,True,,
7nab_A0-B0,7nab,A0-B0,True,,
7nbb_D0,7nbb,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7nbb_H0,7nbb,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7nc0_H0-L0,7nc0,H0-L0,True,,
7ncs_H0-L0,7ncs,H0-L0,True,,
1r3j_B0-A0,1r3j,B0-A0,True,,
7nd0_H0-L0,7nd0,H0-L0,True,,
1r3l_B0-A0,1r3l,B0-A0,True,,
7nd4_H0-L0,7nd4,H0-L0,True,,
7nd4_D0-E0,7nd4,D0-E0,True,,
7nd4_F0-G0,7nd4,F0-G0,True,,
7nd5_H0-L0,7nd5,H0-L0,True,,
7nd6_H0-L0,7nd6,H0-L0,True,,
7nd7_H0-L0,7nd7,H0-L0,True,,
7nd7_F0-G0,7nd7,F0-G0,True,,
7nd7_J0-K0,7nd7,J0-K0,True,,
7nd8_H0-L0,7nd8,H0-L0,True,,
7nd9_H0-L0,7nd9,H0-L0,True,,
3w2d_H0-L0,3w2d,H0-L0,True,,
7nda_H0-L0,7nda,H0-L0,True,,
7ndb_H0-L0,7ndb,H0-L0,True,,
7ndc_D0-E0,7ndc,D0-E0,True,,
7ndc_F0-G0,7ndc,F0-G0,True,,
7ndc_H0-L0,7ndc,H0-L0,True,,
7ndd_D0-E0,7ndd,D0-E0,True,,
7ndd_F0-G0,7ndd,F0-G0,True,,
7ndd_H0-L0,7ndd,H0-L0,True,,
7ndf_C0,7ndf,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ndf_D0,7ndf,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7neg_H0-L0,7neg,H0-L0,True,,
7neh_H0-L0,7neh,H0-L0,True,,
7neq_D0-C0,7neq,D0-C0,True,,
7neq_F0-E0,7neq,F0-E0,True,,
7nez_D0-C0,7nez,D0-C0,True,,
7nez_F0-E0,7nez,F0-E0,True,,
7b0b_H0-L0,7b0b,H0-L0,True,,
7nfd_D0-C0,7nfd,D0-C0,True,,
7nfd_F0-E0,7nfd,F0-E0,True,,
7nfq_C0,7nfq,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7nfq_D0,7nfq,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8hk3_H0-H1,8hk3,H0-H1,True,,
7y0n_C0-L0,7y0n,C0-L0,True,,
7y0n_E0-J0,7y0n,E0-J0,True,,
7y0n_F0-K0,7y0n,F0-K0,True,,
7y0n_G0,7y0n,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y0n_H0,7y0n,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y0n_I0,7y0n,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xp5_N0,7xp5,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4g6a_C0-D0,4g6a,C0-D0,True,,
4g6a_H0-L0,4g6a,H0-L0,True,,
7xp6_N0,7xp6,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xq8_v0-R0,7xq8,v0-R0,True,,
7xq8_C0-L0,7xq8,C0-L0,True,,
7xqv_B0,7xqv,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xrp_B0,7xrp,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xsa_B0-C0,7xsa,B0-C0,True,,
7xsa_H0-I0,7xsa,H0-I0,True,,
7xsc_A0-B0,7xsc,A0-B0,True,,
7xsc_D0-H0,7xsc,D0-H0,True,,
7xst_H0-I0,7xst,H0-I0,True,,
7xst_L0-M0,7xst,L0-M0,True,,
7xst_D0-E0,7xst,D0-E0,True,,
7xst_N0-O0,7xst,N0-O0,True,,
7xst_J0-K0,7xst,J0-K0,True,,
7xst_F0-G0,7xst,F0-G0,True,,
7zk1_B0,7zk1,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7zk1_C0,7zk1,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5i1a_H0-L0,5i1a,H0-L0,True,,
5i1a_B0-A0,5i1a,B0-A0,True,,
7xta_E0-E1,7xta,E0-E1,True,,
7xtb_N0,7xtb,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xtc_N0,7xtc,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4mau_H0-L0,4mau,H0-L0,True,,
4g6f_H0-L0,4g6f,H0-L0,True,,
4g6f_B0-D0,4g6f,B0-D0,True,,
7xtq_N0,7xtq,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4g6j_H0-L0,4g6j,H0-L0,True,,
7xv3_N0,7xv3,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xw5_N0,7xw5,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xw6_Y0-L0,7xw6,Y0-L0,True,,
7xw6_N0,7xw6,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xw7_A0-B0,7xw7,A0-B0,True,,
7xw9_S0-S1,7xw9,S0-S1,True,,
7xxh_H0-H1,7xxh,H0-H1,True,,
7xxl_A0-C0,7xxl,A0-C0,True,,
7xz5_N0,7xz5,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7xz6_N0,7xz6,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y0c_M0-N0,7y0c,M0-N0,True,,
7y0c_A0-B0,7y0c,A0-B0,True,,
7y0o_H0-L0,7y0o,H0-L0,True,,
7y0o_B0,7y0o,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y0v_H0-L0,7y0v,H0-L0,True,,
7y0w_A0-B0,7y0w,A0-B0,True,,
7y0w_H0-L0,7y0w,H0-L0,True,,
7y12_S0-S1,7y12,S0-S1,True,,
7y15_S0-S1,7y15,S0-S1,True,,
7t73_H0-L0,7t73,H0-L0,True,,
7t74_K0-G0,7t74,K0-G0,True,,
7t74_M0-N0,7t74,M0-N0,True,,
7t74_I0-J0,7t74,I0-J0,True,,
7t74_H0-L0,7t74,H0-L0,True,,
7y1b_H0-L0,7y1b,H0-L0,True,,
7y35_N0,7y35,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y36_N0,7y36,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4g6k_H0-L0,4g6k,H0-L0,True,,
7y3g_N0,7y3g,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y3j_H0-L0,7y3j,H0-L0,True,,
7y64_S0-S1,7y64,S0-S1,True,,
7y65_S0-S1,7y65,S0-S1,True,,
4g6m_H0-L0,4g6m,H0-L0,True,,
7y66_S0-S1,7y66,S0-S1,True,,
7y67_S0-S1,7y67,S0-S1,True,,
7y6k_E0-E1,7y6k,E0-E1,True,,
7y6k_J0-I2,7y6k,J0-I2,True,,
7y6k_E2,7y6k,E2,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7y6k_I0,7y6k,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7y6k_I1,7y6k,I1,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7y6l_H0-L0,7y6l,H0-L0,True,,
7y6n_H0-L0,7y6n,H0-L0,True,,
5t0y_H0-L0,5t0y,H0-L0,True,,
5t0y_A0-B0,5t0y,A0-B0,True,,
5t0y_I0-G0,5t0y,I0-G0,True,,
7u0i_K0-K1,7u0i,K0-K1,True,,
7u0i_N0-N1,7u0i,N0-N1,True,,
3v52_H0-L0,3v52,H0-L0,True,,
6l98_A0-B0,6l98,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
6lbh_C0-D0,6lbh,C0-D0,True,,
6lbh_E0-F0,6lbh,E0-F0,True,,
6ldw_H0-L0,6ldw,H0-L0,True,,
6ldw_B0-A0,6ldw,B0-A0,True,,
1lmk_A0-C1,1lmk,A0-C1,True,,
1lmk_C0-A1,1lmk,C0-A1,True,,
1lmk_E0-G1,1lmk,E0-G1,True,,
1lmk_G0-E1,1lmk,G0-E1,True,,
3we6_A0-B0,3we6,A0-B0,True,,
6lfm_S0-S1,6lfm,S0-S1,True,,
1lo0_Y0-X0,1lo0,Y0-X0,True,,
1lo0_H0-L0,1lo0,H0-L0,True,,
6lfo_S0-S1,6lfo,S0-S1,True,,
7u0j_K0-K1,7u0j,K0-K1,True,,
7u0j_N0-N1,7u0j,N0-N1,True,,
6lfw_A1-A0,6lfw,A1-A0,True,,
7u5g_H0-L0,7u5g,H0-L0,True,,
6lhp_H0-L0,6lhp,H0-L0,True,,
6lhq_H0-L0,6lhq,H0-L0,True,,
6lht_H0-L0,6lht,H0-L0,True,,
7u0k_H0-L0,7u0k,H0-L0,True,,
6li3_N0,6li3,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6lmk_N0,6lmk,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6lml_D0-D1,6lml,D0-D1,True,,
6lnt_H0-L0,6lnt,H0-L0,True,,
6lnt_P0-Q0,6lnt,P0-Q0,True,,
6lpb_N0,6lpb,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x9u_H0-L0,6x9u,H0-L0,True,,
6lr7_B0,6lr7,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4m6o_H0-L0,4m6o,H0-L0,True,,
5thr_M0-J0,5thr,M0-J0,True,,
5thr_N0-K0,5thr,N0-K0,True,,
5thr_O0-L0,5thr,O0-L0,True,,
5thr_P0-Q0,5thr,P0-Q0,True,,
5thr_R0-S0,5thr,R0-S0,True,,
5thr_T0-U0,5thr,T0-U0,True,,
1lo2_Y0-X0,1lo2,Y0-X0,True,,
1lo2_H0-L0,1lo2,H0-L0,True,,
6fgb_H0-L0,6fgb,H0-L0,True,,
5grx_G0-H1,5grx,G0-H1,True,,
5grx_H0-G1,5grx,H0-G1,True,,
5tih_H0-L0,5tih,H0-L0,True,,
6lun_A0-B0,6lun,A0-B0,True,,
6lun_C0-D0,6lun,C0-D0,True,,
1zea_H0-L0,1zea,H0-L0,True,,
6lxj_H0-L0,6lxj,H0-L0,True,,
6lxj_E0-F0,6lxj,E0-F0,True,,
6lxj_J0-K0,6lxj,J0-K0,True,,
6lxj_M0-N0,6lxj,M0-N0,True,,
1f2x_K0,1f2x,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1f2x_L0,1f2x,L0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6lyn_A0-B0,6lyn,A0-B0,True,,
6lyn_H0-L0,6lyn,H0-L0,True,,
6lz9_H0-L0,6lz9,H0-L0,True,,
7u0p_D0-I0,7u0p,D0-I0,True,,
7u0p_E0-F0,7u0p,E0-F0,True,,
1lo3_Y0-X0,1lo3,Y0-X0,True,,
1lo3_H0-L0,1lo3,H0-L0,True,,
6m0z_H0-L0,6m0z,H0-L0,True,,
5tpp_H0-L0,5tpp,H0-L0,True,,
6m1h_C0,6m1h,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6m1i_C0,6m1i,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1lo4_H0-L0,1lo4,H0-L0,True,,
1lve_A0,1lve,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
7lmo_A0-B0,7lmo,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
6m38_H0-L0,6m38,H0-L0,True,,
6ch7_D0-E0,6ch7,D0-E0,True,,
6ch7_Q0-R0,6ch7,Q0-R0,True,,
5tr8_H0-L0,5tr8,H0-L0,True,,
7lmp_A0-B0,7lmp,A0-B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
6wha_E0-E1,6wha,E0-E1,True,,
6whc_N0,6whc,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6wo5_C0-D0,6wo5,C0-D0,True,,
6wo5_A0-B0,6wo5,A0-B0,True,,
6wo5_H0-L0,6wo5,H0-L0,True,,
6wo5_G0-I0,6wo5,G0-I0,True,,
6wor_H0-L0,6wor,H0-L0,True,,
6woz_E0-F0,6woz,E0-F0,True,,
6woz_B0-C0,6woz,B0-C0,True,,
6woz_H0-I0,6woz,H0-I0,True,,
6woz_K0-L0,6woz,K0-L0,True,,
6wps_H0-L0,6wps,H0-L0,True,,
6wps_C0-D0,6wps,C0-D0,True,,
6wps_F0-G0,6wps,F0-G0,True,,
6wpt_H0-L0,6wpt,H0-L0,True,,
6wpt_D0-E0,6wpt,D0-E0,True,,
6wpw_N0,6wpw,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6wqo_E0-F0,6wqo,E0-F0,True,,
6wqo_B0-C0,6wqo,B0-C0,True,,
6wrp_H0-L0,6wrp,H0-L0,True,,
6ws6_A0-B0,6ws6,A0-B0,True,,
6ws6_E0-F0,6ws6,E0-F0,True,,
6ws6_C0-D0,6ws6,C0-D0,True,,
6wt3_H0-L0,6wt3,H0-L0,True,,
6wtu_K0-L0,6wtu,K0-L0,True,,
6wtu_B0-C0,6wtu,B0-C0,True,,
6wtu_E0-F0,6wtu,E0-F0,True,,
6wtu_H0-I0,6wtu,H0-I0,True,,
6wtv_B0-C0,6wtv,B0-C0,True,,
6wtv_H0-I0,6wtv,H0-I0,True,,
6wtv_K0-L0,6wtv,K0-L0,True,,
6wtv_E0-F0,6wtv,E0-F0,True,,
6wty_E0-F0,6wty,E0-F0,True,,
6wty_B0-C0,6wty,B0-C0,True,,
6wty_K0-L0,6wty,K0-L0,True,,
6wty_H0-I0,6wty,H0-I0,True,,
6wvz_H0-L0,6wvz,H0-L0,True,,
6ww2_H0-L0,6ww2,H0-L0,True,,
6ww2_K0,6ww2,K0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6ww5_C0-D0,6ww5,C0-D0,True,,
6ww5_E0-F0,6ww5,E0-F0,True,,
6wwc_A0-B0,6wwc,A0-B0,True,,
6wwc_D0-H0,6wwc,D0-H0,True,,
6wwz_S0-S1,6wwz,S0-S1,True,,
6wx1_H0-L0,6wx1,H0-L0,True,,
6wx2_A0-B0,6wx2,A0-B0,True,,
6wx2_H0-L0,6wx2,H0-L0,True,,
6wxl_H0-L0,6wxl,H0-L0,True,,
6wxl_F0-E0,6wxl,F0-E0,True,,
6wxl_K0-J0,6wxl,K0-J0,True,,
6wyr_H0-L0,6wyr,H0-L0,True,,
6wyr_I0-M0,6wyr,I0-M0,True,,
6wyt_H0-L0,6wyt,H0-L0,True,,
6wzg_N0,6wzg,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6wzt_H0-L0,6wzt,H0-L0,True,,
6wzt_E0-D0,6wzt,E0-D0,True,,
6wzt_G0-F0,6wzt,G0-F0,True,,
6x02_C0,6x02,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x03_C0,6x03,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x03_D0,6x03,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x18_N0,6x18,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x19_N0,6x19,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6x1a_N0,6x1a,N0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5yhl_H0-L0,5yhl,H0-L0,True,,
6x1u_H0-L0,6x1u,H0-L0,True,,
6x1u_A0-B0,6x1u,A0-B0,True,,
6x3s_J0-I0,6x3s,J0-I0,True,,
6x3s_K0-L0,6x3s,K0-L0,True,,
7ksg_D0,7ksg,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ksg_E0,7ksg,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ksg_F0,7ksg,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7ktx_I0-J0,7ktx,I0-J0,True,,
7kx4_D0-A0,7kx4,D0-A0,True,,
7kx4_B0-C0,7kx4,B0-C0,True,,
7kxj_H0-L0,7kxj,H0-L0,True,,
7kxj_I0-M0,7kxj,I0-M0,True,,
7kxj_J0-N0,7kxj,J0-N0,True,,
7kxk_H0-L0,7kxk,H0-L0,True,,
7kxk_I0-M0,7kxk,I0-M0,True,,
7kxk_J0-N0,7kxk,J0-N0,True,,
7kyl_H0-L0,7kyl,H0-L0,True,,
7kyl_X0-Y0,7kyl,X0-Y0,True,,
7kyo_H0-L0,7kyo,H0-L0,True,,
7kza_H0-L0,7kza,H0-L0,True,,
7l0l_H0-L0,7l0l,H0-L0,True,,
7l0l_G0-J0,7l0l,G0-J0,True,,
7l0l_I0-K0,7l0l,I0-K0,True,,
7l1v_H0-H1,7l1v,H0-H1,True,,
7l1v_S0,7l1v,S0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7l2c_C0-D0,7l2c,C0-D0,True,,
7l2c_H0-L0,7l2c,H0-L0,True,,
7l2d_H0-L0,7l2d,H0-L0,True,,
7l2e_H0-L0,7l2e,H0-L0,True,,
7l2e_I0-K0,7l2e,I0-K0,True,,
7l2e_G0-J0,7l2e,G0-J0,True,,
7l2f_H0-L0,7l2f,H0-L0,True,,
7l2f_G0-J0,7l2f,G0-J0,True,,
7l2f_I0-K0,7l2f,I0-K0,True,,
7l3n_D0-E0,7l3n,D0-E0,True,,
4z9k_B0,4z9k,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zd3_H0-L0,4zd3,H0-L0,True,,
4zff_A0-B0,4zff,A0-B0,True,,
4zff_H0-L0,4zff,H0-L0,True,,
4zfg_H0-L0,4zfg,H0-L0,True,,
5nuz_A0-B0,5nuz,A0-B0,True,,
5nuz_H0-L0,5nuz,H0-L0,True,,
4zfo_H0-L0,4zfo,H0-L0,True,,
4zfo_A0-B0,4zfo,A0-B0,True,,
4zg1_A0,4zg1,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zg1_B0,4zg1,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zg1_C0,4zg1,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zg1_D0,4zg1,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zg1_E0,4zg1,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zg1_F0,4zg1,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
4zpt_A0-B0,4zpt,A0-B0,True,,
4zpt_H0-L0,4zpt,H0-L0,True,,
4zpv_H0-L0,4zpv,H0-L0,True,,
4zpv_A0-B0,4zpv,A0-B0,True,,
6j71_B1-B0,6j71,B1-B0,True,,
4zs7_H0-L0,4zs7,H0-L0,True,,
4zso_B0-A0,4zso,B0-A0,True,,
4zso_D0-C0,4zso,D0-C0,True,,
4zto_I0-M0,4zto,I0-M0,True,,
4zto_H0-L0,4zto,H0-L0,True,,
4jn1_H0-L0,4jn1,H0-L0,True,,
4jn2_B0-A0,4jn2,B0-A0,True,,
4jn2_H0-L0,4jn2,H0-L0,True,,
4ztp_H0-L0,4ztp,H0-L0,True,,
4zxb_A0-B0,4zxb,A0-B0,True,,
4zxb_C0-D0,4zxb,C0-D0,True,,
4zyk_A0-B0,4zyk,A0-B0,True,,
4zyk_H0-L0,4zyk,H0-L0,True,,
4zyp_J0-L0,4zyp,J0-L0,True,,
4zyp_K0-M0,4zyp,K0-M0,True,,
4zyp_N0-O0,4zyp,N0-O0,True,,
4zyp_F0-G0,4zyp,F0-G0,True,,
4zyp_H0-I0,4zyp,H0-I0,True,,
4zyp_D0-E0,4zyp,D0-E0,True,,
5a16_A0-B0,5a16,A0-B0,True,,
5a16_C0-D0,5a16,C0-D0,True,,
5a16_E0-F0,5a16,E0-F0,True,,
5a16_G0-H0,5a16,G0-H0,True,,
5a1z_G0-H0,5a1z,G0-H0,True,,
5a1z_I0-J0,5a1z,I0-J0,True,,
5a1z_K0-L0,5a1z,K0-L0,True,,
5a2i_H0-H1,5a2i,H0-H1,True,,
5a2j_H0-H1,5a2j,H0-H1,True,,
5a2k_H0-H1,5a2k,H0-H1,True,,
5a2l_H0-H1,5a2l,H0-H1,True,,
5a3i_G0-H0,5a3i,G0-H0,True,,
5a3i_C0-D0,5a3i,C0-D0,True,,
5a7x_D0-C0,5a7x,D0-C0,True,,
5a7x_H0-G0,5a7x,H0-G0,True,,
5a7x_L0-K0,5a7x,L0-K0,True,,
5a7x_N0-M0,5a7x,N0-M0,True,,
5a7x_P0-O0,5a7x,P0-O0,True,,
5a7x_R0-Q0,5a7x,R0-Q0,True,,
5a8h_D0-C0,5a8h,D0-C0,True,,
5a8h_J0-I0,5a8h,J0-I0,True,,
5a8h_P0-O0,5a8h,P0-O0,True,,
5a8h_F0-E0,5a8h,F0-E0,True,,
5a8h_L0-K0,5a8h,L0-K0,True,,
5a8h_R0-Q0,5a8h,R0-Q0,True,,
5aam_A0-A1,5aam,A0-A1,True,,
5aam_B0-B1,5aam,B0-B1,True,,
5mvz_H0-L0,5mvz,H0-L0,True,,
5mvz_A0-B0,5mvz,A0-B0,True,,
5acl_A0,5acl,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
4k07_B0-A0,4k07,B0-A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
4k07_D0-C0,4k07,D0-C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
4k07_E0-F0,4k07,E0-F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
4k07_G0-H0,4k07,G0-H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
4k07_I0-J0,4k07,I0-J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
5acm_A0,5acm,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5acm_B0,5acm,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL'.,VH-VL check
5aco_G0-J0,5aco,G0-J0,True,,
5aco_H0-L0,5aco,H0-L0,True,,
5aco_I0-K0,5aco,I0-K0,True,,
5ado_H0-L0,5ado,H0-L0,True,,
5adp_H0-L0,5adp,H0-L0,True,,
5alb_H0-L0,5alb,H0-L0,True,,
5alc_H0-L0,5alc,H0-L0,True,,
5anm_D0-C0,5anm,D0-C0,True,,
5anm_B0-A0,5anm,B0-A0,True,,
5anm_H0-L0,5anm,H0-L0,True,,
8en4_C0,8en4,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
8en4_D0,8en4,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_A0,3upc,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_B0,3upc,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_C0,3upc,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_D0,3upc,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_E0,3upc,E0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_F0,3upc,F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_G0,3upc,G0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_H0,3upc,H0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_I0,3upc,I0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3upc_J0,3upc,J0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
3utz_B0-A0,3utz,B0-A0,True,,
3utz_C0-D0,3utz,C0-D0,True,,
3utz_F0-E0,3utz,F0-E0,True,,
3uyp_A0-A1,3uyp,A0-A1,True,,
3uyr_H0-L0,3uyr,H0-L0,True,,
3uze_A0-A1,3uze,A0-A1,True,,
3uze_B0-B1,3uze,B0-B1,True,,
5any_I0-M0,5any,I0-M0,True,,
5any_J0-N0,5any,J0-N0,True,,
5any_K0-O0,5any,K0-O0,True,,
5any_L0-P0,5any,L0-P0,True,,
4od1_H0-L0,4od1,H0-L0,True,,
5awn_H0-L0,5awn,H0-L0,True,,
5az2_H0-L0,5az2,H0-L0,True,,
8dtx_H0-L0,8dtx,H0-L0,True,,
8dtx_A0-B0,8dtx,A0-B0,True,,
6opo_H0-L0,6opo,H0-L0,True,,
6opo_O0-K0,6opo,O0-K0,True,,
6opo_I0-E0,6opo,I0-E0,True,,
1bre_B0-A0,1bre,B0-A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
1bre_C0-D0,1bre,C0-D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
1bre_E0-F0,1bre,E0-F0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VL-VL'.,VH-VL check
6opp_H0-L0,6opp,H0-L0,True,,
6opp_G0-I0,6opp,G0-I0,True,,
6opp_N0-O0,6opp,N0-O0,True,,
6opq_K0-N0,6opq,K0-N0,True,,
6opq_M0-O0,6opq,M0-O0,True,,
6opq_H0-L0,6opq,H0-L0,True,,
6oq6_D0,6oq6,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
5etu_B0-A0,5etu,B0-A0,True,,
5etu_D0-C0,5etu,D0-C0,True,,
1mrf_H0-L0,1mrf,H0-L0,True,,
6flb_H0-L0,6flb,H0-L0,True,,
6oq7_C0,6oq7,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1mvf_A0,1mvf,A0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
1mvf_B0,1mvf,B0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6oq8_D0,6oq8,D0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
6oq8_C0,6oq8,C0,False,ValueError: Not a VH-VL antibody. fv.fv_type='VH'.,VH-VL check
7v4w_B0-A0,7v4w,B0-A0,True,,
6xcj_H0-L0,6xcj,H0-L0,True,,
6oro_D0-E0,6oro,D0-E0,True,,
6oro_H0-L0,6oro,H0-L0,True,,
