structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
6b14_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b3d_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b3k_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b3s_J0-K0,False,False,False,False,False,False,False,False,False,False,False
6b3s_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b3s_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6b3s_F0-G0,False,False,False,False,False,False,False,False,False,False,False
6b5l_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b5m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2znx_A1-A0,False,False,False,False,False,False,False,False,False,True,True
2znx_B1-B0,False,False,False,False,False,False,False,False,False,True,True
3c6s_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3c6s_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3c6s_F0-E0,False,False,False,False,False,False,False,False,False,False,False
3c6s_H0-G0,False,False,False,False,False,False,False,False,False,False,False
4nry_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4nry_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4nzu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4om0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4ptu_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4r4b_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4r4b_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4r4b_D0-C0,False,False,False,False,False,False,False,False,False,False,False
4r4b_F0-E0,False,False,False,False,False,False,False,False,False,False,False
4rgo_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4s1r_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5ibt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5ibu_G0-B0,False,False,False,False,False,False,False,False,False,False,False
5ibu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5icy_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5icy_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5icz_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5icz_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5id1_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5id1_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6b08_C0-B0,False,False,False,False,False,False,False,False,False,False,False
6b0e_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6b0w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b3m_C0-D0,True,False,False,False,False,False,False,False,False,False,True
6b3m_I0-J0,True,False,False,False,False,False,False,False,False,False,True
6b3m_M0-N0,True,False,False,False,False,False,False,False,False,False,True
6b3m_O0-P0,True,False,False,False,False,False,False,False,False,False,True
6b3m_V0-W0,True,False,False,False,False,False,False,False,False,False,True
6b3m_Y0-U0,True,False,False,False,False,False,False,False,False,False,True
6b5n_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6cse_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6cse_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6csf_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6csf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6fxn_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6fxn_F0-G0,False,False,False,False,False,False,False,False,False,False,False
6fxn_H0-I0,False,False,False,False,False,False,False,False,False,False,False
6fxn_M0-N0,False,False,False,False,False,False,False,False,False,False,False
6fxn_O0-P0,False,False,False,False,False,False,False,False,False,False,False
6fxn_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
6fy1_Y0-Z0,False,False,False,False,False,False,False,False,False,False,False
6fy1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6rco_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6rco_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6vlw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6vmj_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6vmj_F0-E0,False,False,False,False,False,False,False,False,False,False,False
6vmj_J0-I0,False,False,False,False,False,False,False,False,False,False,False
6vmj_M0-L0,False,False,False,False,False,False,False,False,False,False,False
6vmk_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6vmk_E0-D0,False,False,False,False,False,False,False,False,False,False,False
6vmk_i0-h0,False,False,False,False,False,False,False,False,False,False,False
6vmk_H0-G0,False,False,False,False,False,False,False,False,False,False,False
6vmk_l0-k0,False,False,False,False,False,False,False,False,False,False,False
6vmk_K0-J0,False,False,False,False,False,False,False,False,False,False,False
6vmk_o0-n0,False,False,False,False,False,False,False,False,False,False,False
6vmk_P0-O0,False,False,False,False,False,False,False,False,False,False,False
6vmk_r0-q0,False,False,False,False,False,False,False,False,False,False,False
6vmk_S0-R0,False,False,False,False,False,False,False,False,False,False,False
6vmk_u0-t0,False,False,False,False,False,False,False,False,False,False,False
6vmk_V0-U0,False,False,False,False,False,False,False,False,False,False,False
6vmk_Z0-Y0,False,False,False,False,False,False,False,False,False,False,False
6vmk_M0-L0,False,False,False,False,False,False,False,False,False,False,False
6vmk_c0-b0,False,False,False,False,False,False,False,False,False,False,False
6vmk_f0-e0,False,False,False,False,False,False,False,False,False,False,False
6vms_E0-E1,True,False,False,False,False,False,False,False,False,False,True
6vn0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6vn0_G0-J0,True,False,False,False,False,False,False,False,False,False,True
6vn0_I0-K0,True,False,False,False,False,False,False,False,False,False,True
6vn1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6vn1_I0-M0,False,False,False,False,False,False,False,False,False,False,False
6vn1_J0-N0,False,False,False,False,False,False,False,False,False,False,False
6vo0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6vo0_G0-J0,True,False,False,False,False,False,False,False,False,False,True
6vo0_I0-K0,True,False,False,False,False,False,False,False,False,False,True
6vo1_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6vo1_G0-J0,True,False,False,False,False,False,False,False,False,False,True
6vo1_I0-K0,True,False,False,False,False,False,False,False,False,False,True
6vo3_I0-K0,True,False,False,False,False,False,False,False,False,False,True
6vo3_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6vo3_G0-J0,True,False,False,False,False,False,False,False,False,False,True
6vor_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6vor_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6vos_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6vpx_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6vpx_K0-N0,True,False,False,False,False,False,False,False,False,False,True
6vpx_M0-O0,True,False,False,False,False,False,False,False,False,False,True
6vpx_P0-Q0,True,False,False,False,False,False,False,False,False,False,True
6vpy_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6vpy_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6vrh_B0-C0,False,False,False,False,False,False,False,False,False,False,False
6vrk_B0-C0,True,False,False,False,False,False,False,False,False,False,True
6vrl_B0-C0,True,False,False,False,False,False,False,False,False,False,True
6vrp_A0-B1,False,False,False,False,False,False,False,False,False,False,False
6vrp_B0-A1,False,False,False,False,False,False,False,False,False,False,False
6vrq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6vrq_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6wzm_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6wzm_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7kzc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kzc_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7x8q_C0-B0,False,False,False,False,False,False,False,False,False,False,False
7x8q_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7yms_F0-E0,False,False,False,False,False,False,False,False,False,True,True
7yon_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7yoo_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8ekf_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
2dwe_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2gki_A0-B1,False,False,False,False,False,False,False,False,False,False,False
4glr_H0-I0,False,False,False,False,False,False,False,False,False,False,False
4glr_J0-K0,False,False,False,False,False,False,False,False,False,False,False
4gms_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4gms_I0-M0,False,False,False,False,False,False,False,False,False,False,False
4gms_J0-N0,False,False,False,False,False,False,False,False,False,False,False
4gmt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4gmt_I0-M0,False,False,False,False,False,False,False,False,False,False,False
5i1l_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i1l_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5i2i_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5i2i_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7upk_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7upk_C0-F0,False,False,False,False,False,False,False,False,False,False,False
7upk_E0-G0,False,False,False,False,False,False,False,False,False,False,False
7v27_B0-A0,True,False,False,False,False,False,False,False,False,False,True
7ven_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8d21_J0-K0,True,False,False,False,False,False,False,False,False,False,True
8d21_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8d21_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8d36_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8d3a_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8d48_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8d5c_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8d5c_I0-J0,True,False,False,False,False,False,False,False,False,False,True
8d5c_P0-Q0,True,False,False,False,False,False,False,False,False,False,True
8d6z_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8d6z_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8d6z_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8d6z_G0-I0,False,False,False,False,False,False,False,False,False,False,False
8d7e_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8d7e_F0-G0,False,False,False,False,False,False,False,False,False,False,False
8d8q_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8d8q_C0-B0,True,False,False,False,False,False,False,False,False,False,True
8d8r_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8d9y_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8d9y_D0-C0,False,False,False,False,False,False,False,False,False,False,False
8d9y_F0-E0,False,False,False,False,False,False,False,False,False,False,False
8d9y_H0-G0,False,False,False,False,False,False,False,False,False,False,False
8d9z_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8da0_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8da0_D0-C0,False,False,False,False,False,False,False,False,False,False,False
8da1_B0-A0,False,False,False,False,False,False,False,False,False,False,False
